,Kingdom,Phylum,Class,Order,Family,Genus,Species
241edcd90123f6d00f4c6d74c2b8663d,d__Bacteria, p__Firmicutes_C, c__Negativicutes, o__Veillonellales, f__Megasphaeraceae, f__Megasphaeraceae, f__Megasphaeraceae
a02c73607135d4dc502fd85210f6a670,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales_595427, f__Burkholderiaceae_A_595427, g__Duodenibacillus, s__Duodenibacillus sp900542805
d4949ff1429e491cffbfde9543c54a9a,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Faecousia, s__Faecousia sp000434635
bbcad96c0d2e8d44df6dd4c9bfb0d1b3,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Cellulosilyticaceae, g__Cellulosilyticum, s__Cellulosilyticum ruminicola
d60d45e2741db3f41e2a8207e6134398,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__P3, f__P3, f__P3
47c6f58921a322e1aeabe8cea4aeedb2,d__Bacteria, p__Cyanobacteria, c__Vampirovibrionia, o__Gastranaerophilales, f__Gastranaerophilaceae, g__CAG-196, s__CAG-196 sp002102975
13c5b435d52dcc1f8808844ca55e6329,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Lachnospira, s__Lachnospira eligens
509dbfb0f05a18e10eea61253f501fa4,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella copri
e2cb1c9dc35224e196b7e8182e835c52,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__RF32, f__CAG-977, g__UBA2903, g__UBA2903
7d4a5bce832b90560fefa4a3727807a4,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Dysosmobacter, s__Dysosmobacter welbionis
0ad53e9c94bfb8b0598c91ab0f91fc38,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, f__Oscillospiraceae_88309, f__Oscillospiraceae_88309
74a1e30db67809a1f2e534902c295eb5,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Ventrimonas, s__Ventrimonas sp003481825
34b0d999f66b43c91c5bb2431a0acd02,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Parabacteroides_B_862066, s__Parabacteroides_B_862066 gordonii
75cdec1772861957708f9cded7cb0822,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella sp002251435
5cba3a1918846e3b52cc34837d512fa1,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__UBA1381, f__UBA1381, g__CAG-41, s__CAG-41 sp001941225
35e0b44b263985c1e34072d8ba760eb6,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Ruminococcus_D, g__Ruminococcus_D
4b2e7e1e5d1b3f939a10f4dbbbe3bafc,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__CAG-628, s__CAG-628 sp003524085
e5b3d9b4467d5198237ace85e326c76c,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__RUG12783, s__RUG12783 sp902801795
2e988bd176cca93ed8dec9d9ad2cce10,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Alloprevotella, s__Alloprevotella timonensis
1b237f7a01a17895135f03d7459eb527,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__Erysipelotrichales, f__Coprobacillaceae, f__Coprobacillaceae, f__Coprobacillaceae
c793130b26ee1298a6bcb99e9247ad97,d__Bacteria, p__Elusimicrobiota, c__Elusimicrobia_984208, o__Elusimicrobiales, f__Elusimicrobiaceae, g__UBA1436, s__UBA1436 sp002159705
8b3dd03e13900c523caa0e203756c61e,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, f__CAG-508, f__CAG-508
d23bb234b76a8fecfc20818be014b636,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Weissella_A_338544, g__Weissella_A_338544
15a9a597f36f829174b78945cbe62304,d__Bacteria, p__Cyanobacteria, c__Vampirovibrionia, o__Gastranaerophilales, f__Gastranaerophilaceae, f__Gastranaerophilaceae, f__Gastranaerophilaceae
c92fd06d71e3ee7d9c49fb230fee7f74,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Roseburia, g__Roseburia
df1e3db8a1faf4439c34564e9698099a,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Coprobacteraceae, g__Coprobacter, s__Coprobacter fastidiosus
04edaa963304c466674c30f9f9bb087e,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Peptostreptococcales, f__Peptostreptococcaceae_256921, f__Peptostreptococcaceae_256921, f__Peptostreptococcaceae_256921
fcc07f6c6daf8745aca2bc6e3aea2ff1,d__Bacteria, p__Firmicutes_C, c__Negativicutes, o__Veillonellales, f__Dialisteraceae, g__Dialister, s__Dialister sp900543165
7bc685e6a0e5699b213e7dbfbd5b68a3,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Phocaeicola_A_858004, s__Phocaeicola_A_858004 dorei
22f3bc75852d5a1cd017a9dd4a84eb24,d__Bacteria, p__Verrucomicrobiota, c__Lentisphaeria, o__Victivallales, f__Victivallaceae, g__Victivallis, g__Victivallis
c69ef7192929677f725f24121dade436,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Parabacteroides_B_862066, s__Parabacteroides_B_862066 distasonis
6790cdb54b255f0b9a394f25a5e8efad,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__UBA6985, s__UBA6985 sp900314465
04f1229550ad89bce638d11b73cf3d09,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__CAG-1000, s__CAG-1000 sp902764145
e6c58e4fd7ea513ad2e850a68b748a2f,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__CAG-272, g__RUG13077, g__RUG13077
9908fffab7ed4f3bec44cda2f5084d49,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__Lactobacillales, f__Enterococcaceae, g__Enterococcus_B, g__Enterococcus_B
b1d7800680b5ac024997052b405b2b5e,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Faecalibacterium, g__Faecalibacterium
81c9fd3c509ce40c2a3f90ac90894d22,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Peptostreptococcales, f__Anaerovoracaceae, g__Copromorpha, s__Copromorpha sp900066305
4f04e615b6b3abd92a9df293c494e6da,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Paludibacteraceae, g__RF16, s__RF16 sp002452095
91af70c75e266c12086c731dfc474d5a,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella sp002251365
9485b02b23151434f16cad24e0fe240f,d__Bacteria, p__Actinobacteriota, c__Coriobacteriia, o__Coriobacteriales, f__Coriobacteriaceae, g__Collinsella, s__Collinsella bouchesdurhonensis
a090ad6f60cae1341013de4691a769fc,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__UBA932, g__Cryptobacteroides, s__Cryptobacteroides sp000435075
a99a88d45ff30e83d98a0f35aa6533b8,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__UBA644, g__UBA644, s__UBA644 sp002299265
eb357095494628d7c764474c39b219e2,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Mediterraneibacter_A_155507, s__Mediterraneibacter_A_155507 lactaris
5dc5d696235c3b6820384c11082f662a,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales_592522, f__Burkholderiaceae_A_592522, g__Comamonas_F_589250, g__Comamonas_F_589250
253e809c834af4ecc6e1381ceb42cced,d__Archaea, p__Thermoplasmatota, c__Thermoplasmata_1773, o__Methanomassiliicoccales, f__Methanomethylophilaceae, g__UBA71, g__UBA71
3a3b61faf9a3f7bce28f17bfe73ee637,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Phocea, g__Phocea
530034b8d844747d51e6f980e60d192c,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Eubacterium_I, g__Eubacterium_I
2a054061bc13df9e9faef7bcad59b854,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Muribaculaceae, g__Sodaliphilus, g__Sodaliphilus
55ef748d66ada86615e71f020c2104a3,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__UBA1242, g__UMGS2069, g__UMGS2069
c9ce99f2eb15af9468229cf16cd630e8,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__CAG-138, g__PeH17, s__PeH17 sp000435055
f2c781218ff267164a0ebf2329b8d1ab,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Parabacteroides_B_862066, s__Parabacteroides_B_862066 distasonis
1058438974e1bab01a7f9883ae0bccd3,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__UBA6382, s__UBA6382 sp002439755
12d16279c133022af97ac213b5b700ae,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__UBA1381, f__UBA1381, g__CAG-41, s__CAG-41 sp001941225
671157418a9379bb0e1c8beec13d7e49,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella stercorea
cb1adc8eb70e84c5a6079e868fdb8b73,d__Bacteria, p__Cyanobacteria, c__Vampirovibrionia, o__Gastranaerophilales, f__Gastranaerophilaceae, f__Gastranaerophilaceae, f__Gastranaerophilaceae
0aaa70a424aade76acffc09faa285d32,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Eubacteriales_45227, f__Oscillospiraceae_45227, g__Ructibacterium, s__Ructibacterium gallinarum
c51908a6fec9fb7aa4b3a22fea81f644,d__Bacteria, p__Cyanobacteria, c__Vampirovibrionia, o__Gastranaerophilales, f__Gastranaerophilaceae, g__Stercorousia, g__Stercorousia
88821bab6a5b70431e3d0b368ce2b3e3,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__CAG-272, g__RUG13077, g__RUG13077
fb59c7e5d6dbac9deeac8620afe6040a,d__Bacteria, p__Cyanobacteria, c__Vampirovibrionia, o__Gastranaerophilales, f__Gastranaerophilaceae, f__Gastranaerophilaceae, f__Gastranaerophilaceae
23c5459ea1ebdc8a72b1a33ee1e1dc41,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__UBA1394, s__UBA1394 sp900066845
12ad88d35ef02f124f6954f8a78d87a9,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Muribaculaceae, g__Sodaliphilus, g__Sodaliphilus
4109c7217af242c86920620ad2a56278,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Butyribacter, s__Butyribacter sp003529475
a14712caf2556e075a3bac9d36782ba5,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Butyricicoccaceae, f__Butyricicoccaceae, f__Butyricicoccaceae
414712dc98c263861aedc97a08e78936,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__CAG-488, s__CAG-488 sp002449395
734dbcf6881367f608aed8e6ecc11e1a,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__CAG-272, g__RUG13077, g__RUG13077
656b096fb8f3a2de4b695a1c2e7b5cf8,d__Bacteria, p__Verrucomicrobiota, c__Lentisphaeria, o__Victivallales, f__Victivallaceae, g__Victivallis, s__Victivallis lenta
2f178594e9ea9a80a61724ab62fc8a5b,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__Ruminococcus_E, g__Ruminococcus_E
167d0e0bcb8104fd74294b665b7721fe,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Phocaeicola_A_858004, s__Phocaeicola_A_858004 massiliensis
8d6a36f5df79821e2d79b954de8ddf99,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__Erysipelotrichales, f__Erysipelotrichaceae, g__NSJ-61, s__NSJ-61 sp003433845
f61f45d7d3d0cc38c6498bc00939df84,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella hominis
2b426bc884099fc334f08578bd70e542,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, f__UBA660, f__UBA660
306885bb108656641ce13c5a740ef46c,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Tissierellales, f__Peptoniphilaceae, g__Murdochiella_225299, s__Murdochiella asaccharolytica
e7a38db5f7ce042f6476a1b806f452f1,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Onthomonas, g__Onthomonas
78a90f2e411194e27fa4beca9571b607,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Alloprevotella, s__Alloprevotella timonensis
a7db903d81ca33c4e031749d781dccfa,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__Fimenecus, s__Fimenecus sp000432435
6006dbe1744e3a8ad7f11d4aa365779e,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales_A_737866, f__Succinivibrionaceae, g__Succinivibrio, s__Succinivibrio sp000431835
dd94f448ddde7b0e2f872fbd83ead47e,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__UBA1242, g__UBA11490, s__UBA11490 sp003524095
6bee7b21d0a553a9daff76b15e8a4d83,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Paraprevotella, s__Paraprevotella clara
a6b29d3cd04dcfdc452135f3109dffcb,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__RUG13038, g__RUG13038
bf646d0fa01862282d05d90293f96c20,d__Bacteria,d__Bacteria,d__Bacteria,d__Bacteria,d__Bacteria,d__Bacteria,d__Bacteria
55b4da7e3a35d100dafb8d2077371f6c,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter_865974, s__Odoribacter splanchnicus
7cbc1911996fe6f8ab15b81aa9062c7c,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, f__Lachnospiraceae, f__Lachnospiraceae
70bc05e54530f529544a75fd42526205,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, f__UBA660, f__UBA660
2d56e463beca00cba9e40dd7256abf76,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, g__Prevotella
9911d26664d0f09b184c8548c27180dc,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella copri
94be21510b481a7cbf9ff83779d85f67,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Porcincola, g__Porcincola
3fa1c033c0371b0b2fa733e4c355b53c,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__RF32, f__CAG-239, g__UBA1254, g__UBA1254
08a0cf376add32f3f4b57ec1e82a7a27,d__Bacteria, p__Firmicutes_C, c__Negativicutes, o__Selenomonadales, f__Selenomonadaceae_42771, g__Megamonas, s__Megamonas funiformis
af0d42e2cf240e45b68b630c88671302,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__CAG-272, g__RUG13077, g__RUG13077
f70335502c78e0a62f836a8ff964ff66,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__UBA6382, s__UBA6382 sp900316315
89556007db205b478acfb7e7435fafd5,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Fusicatenibacter, s__Fusicatenibacter saccharivorans
fad3d1aa285247b53c40ac43841a0254,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__Coprosoma, s__Coprosoma sp000432855
70c7e7018d140a0dcd52c41203d55497,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__CAG-74, f__CAG-74, f__CAG-74
44638281c0a8a53e37d1e4ef31260791,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales_993521, f__Fusobacteriaceae_993521, g__Fusobacterium_A, s__Fusobacterium_A ulcerans
81e7c74bf1d6ae077c138efe08c5af97,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales_595427, f__Burkholderiaceae_A_595427, g__Mesosutterella, g__Mesosutterella
4e5073314b9818c5fb3af35d0c183907,d__Bacteria, p__Desulfobacterota_I, c__Desulfovibrionia, o__Desulfovibrionales, f__Desulfovibrionaceae, g__Mailhella, s__Mailhella massiliensis
9e73b3e68bdeec60f2a2358cf52f304e,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella sp002251435
2407d24a1fc257b3d5541362e5763045,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella rara
3548bcb2c31f4d0dd37f949e655118c8,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, f__UBA660, f__UBA660
f9e4ec270767279a3abdbcbb013a0399,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__CAG-74, g__Limiplasma, s__Limiplasma merdipullorum
8e233dfdbc5a96d6337c941268f5cfd4,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Limivicinus, s__Limivicinus sp002320035
b4b53c838ca32878bd2a70d5b59116fe,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__Acholeplasmatales, f__Anaeroplasmataceae, g__CAG-307, g__CAG-307
c8364ffd28638c0516d23fb9cbe39cec,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__Mycoplasmatales, f__Mycoplasmoidaceae, g__Ureaplasma, g__Ureaplasma
9ef8d3899f58f421fc1b24e0f1e35acc,d__Bacteria, p__Actinobacteriota, c__Actinomycetia, o__Actinomycetales, f__Micrococcaceae, g__Rothia, s__Rothia aeria
c1d9bb6326a3d0a9bbaf6b45c42852ef,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Paraprevotella, s__Paraprevotella clara
2b869347e522205f1c4a919196e6b45b,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales_993777, f__Leptotrichiaceae, g__Leptotrichia_A_993758, g__Leptotrichia_A_993758
f567e39df9bab2a465e279adb0e10d1e,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, o__Lachnospirales, o__Lachnospirales, o__Lachnospirales
03ad3146cc2eba5ef16304ae79e4cf5e,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales_993521, f__Fusobacteriaceae_993521, g__Fusobacterium_C, g__Fusobacterium_C
cfd5315f91d63594262694257d0caea0,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__Erysipelotrichales, f__Erysipelotrichaceae, g__Bulleidia, g__Bulleidia
c139024f4ea8e9e81fa0e7a36a10a36b,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__UBA932, g__Cryptobacteroides, s__Cryptobacteroides sp002438805
ff3672df77aa258a597131f84b537f85,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Anaerotignaceae, f__Anaerotignaceae, f__Anaerotignaceae
ca5c2eefbb5c9e73d196e59f25248129,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__CAG-632, s__CAG-632 sp900539185
331aa5d32b0986aa8b938aab4fd49059,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__Borkfalkiaceae, g__UBA1259, g__UBA1259
4d0edb006779427f1a42c1fe2959e514,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Faecousia, s__Faecousia sp000434635
17ae20a577370dc92154c6b1f5b2a5aa,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales_993777, f__Leptotrichiaceae, g__Leptotrichia_A_993758, s__Leptotrichia_A_993758 wadei
db74729dd7ab527fba7a5a66a59f207a,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__RUG762, g__RUG762
f75ffaadbbcdf6e48b96995653c2e108,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, c__Clostridia_258483, c__Clostridia_258483, c__Clostridia_258483, c__Clostridia_258483
2489471b3729e885a2c1ddaa10774d8e,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Negativibacillus, s__Negativibacillus massiliensis
d17f9299f950d318136a56bbd11836ba,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__UBA1381, f__UBA1381, g__CAG-41, s__CAG-41 sp001941225
b4d07c2a22af0c99c73cf9722200d878,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Acetatifactor, s__Acetatifactor sp900066565
aec01df050c23e1002a84127e33e0d26,d__Bacteria, p__Cyanobacteria, c__Vampirovibrionia, o__Gastranaerophilales, f__Gastranaerophilaceae, g__UBA6984, s__UBA6984 sp003258725
f8a1fb3d998bbddd20baa0f25c8c89dd,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Faecalibacterium, s__Faecalibacterium prausnitzii_C_71358
72cd34940774e5a124c5a11458fcdb69,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Faecousia, s__Faecousia sp000434635
c5ed5baac8c4ff452a1e65a58e880bfa,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__Caproiciproducens, g__Caproiciproducens
a47debb25b5eaa87b3ddc241a78379ba,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__CAG-127, s__CAG-127 sp900319515
1b51357852b0b814b4d9918c6f0ab762,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__Streptococcus sanguinis_H
cb8bff8092498e17cfb46c9fb921ae8d,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella stercorea
429d0839e7f79ff8d6fefa7e052886d7,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Muribaculaceae, g__Duncaniella, g__Duncaniella
c973e687a7befb9ba59a4245c59fe1ef,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Peptostreptococcales, f__Peptostreptococcaceae_256921, f__Peptostreptococcaceae_256921, s__Eubacterium tenue
2269a2a2f8b27056a31e93e19386e76e,d__Bacteria, p__Campylobacterota, c__Campylobacteria, o__Campylobacterales, f__Campylobacteraceae, g__Campylobacter_D, s__Campylobacter_D troglodytis
e717fd246391feb9e60cc598c55b0c38,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, g__UMGS1994, s__UMGS1994 sp900553945
fab19e407fc7d0aa7929a7eae23d8b53,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, g__CAG-269, s__CAG-269 sp000431335
dc752e2f9ca2859e1d68e1c502a267ad,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Paludibacteraceae, g__RF16, s__RF16 sp002452095
78d2e5aad39f6806cc14c65409001b98,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, f__UBA660, f__UBA660
18475ce4e194a6f00a83a4b18c100630,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__Streptococcus infantarius
b98fc5fa12f268dec73e718d6914d9f8,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Alloprevotella, s__Alloprevotella timonensis
f557252cf36afac81c3b55be7911a5fe,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__Erysipelotrichales, f__Erysipelotrichaceae, g__Holdemanella, s__Holdemanella biformis
